,clean,corrupted,correct_idx,incorrect_idx
634,"Then, William and Kristen went to the hospital. Kristen gave a snack to","Then, Kimberly and Lindsey went to the hospital. Jonathan gave a snack to",12375,64279
616,"Then, Thomas and Richard had a long argument, and afterwards Richard said to","Then, Bryan and Stephanie had a long argument, and afterwards Robert said to",11108,48143
847,"Then, Emily and Kenneth were thinking about going to the restaurant. Kenneth wanted to give a necklace to","Then, Anthony and Lauren were thinking about going to the restaurant. Laura wanted to give a necklace to",34166,42360
822,"Then, Jamie and Ryan were thinking about going to the garden. Ryan wanted to give a basketball to","Then, Angela and Travis were thinking about going to the garden. Christopher wanted to give a basketball to",35757,40710
535,"Then, Kelly and Michael had a lot of fun at the school. Michael gave a necklace to","Then, Samuel and Stephanie had a lot of fun at the school. Timothy gave a necklace to",18661,48143
458,"When Erin and Jose got a bone at the school, Erin decided to give it to","When Lindsay and Kyle got a bone at the school, Eric decided to give it to",10860,62784
784,"When Richard and Adam got a snack at the hospital, Adam decided to give it to","When Elizabeth and Andrew got a snack at the hospital, Nicholas decided to give it to",11867,13615
806,"When Thomas and Justin got a ring at the school, Justin decided to give it to","When Eric and Stephanie got a ring at the school, Melissa decided to give it to",11108,48143
461,"Then, Steven and Matthew were working at the station. Steven decided to give a basketball to","Then, Ryan and Samuel were working at the station. Erica decided to give a basketball to",18939,13646
795,"Then, Crystal and Jennifer were thinking about going to the store. Crystal wanted to give a bone to","Then, Alicia and Brittany were thinking about going to the store. Katie wanted to give a bone to",29650,78902
15,"When Bradley and Kyle got a kiss at the garden, Kyle decided to give it to","When Lindsey and Kyle got a kiss at the garden, David decided to give it to",36448,30259
451,"When Melissa and Christina got a necklace at the hospital, Christina decided to give it to","When Lindsey and Sean got a necklace at the hospital, Jesse decided to give it to",47048,24995
782,"Then, Sean and Jessica went to the garden. Sean gave a ring to","Then, Dustin and Mary went to the garden. Nicole gave a ring to",32367,78318
990,"Then, Melissa and Amy were working at the school. Melissa decided to give a drink to","Then, Brian and Patrick were working at the school. Jose decided to give a drink to",28693,17083
871,"When Alexander and Michelle got a computer at the store, Alexander decided to give it to","When Nathan and Ashley got a computer at the store, Laura decided to give it to",32026,36737
675,"After Melissa and Kenneth went to the station, Melissa gave a drink to","After Lauren and Jacob went to the station, Ashley gave a drink to",48398,42360
388,"Then, Alexander and Nicole were working at the store. Alexander decided to give a snack to","Then, Vanessa and Steven were working at the store. Sarah decided to give a snack to",44030,70519
890,"Then, Emily and Benjamin had a long argument, and afterwards Emily said to","Then, Laura and Bradley had a long argument, and afterwards Jennifer said to",29311,29828
858,"Then, Eric and Crystal were thinking about going to the hospital. Crystal wanted to give a basketball to","Then, Nicole and Crystal were thinking about going to the hospital. Jennifer wanted to give a basketball to",16247,27916
757,"Then, Andrew and Christine had a lot of fun at the store. Christine gave a computer to","Then, Brian and Mary had a lot of fun at the store. Stephen gave a computer to",13615,10244
770,"When Mark and Jonathan got a snack at the store, Jonathan decided to give it to","When Patrick and Andrew got a snack at the store, Christine decided to give it to",4389,13615
430,"After Mary and Alicia went to the house, Mary gave a ring to","After Lisa and Gregory went to the house, Christina gave a ring to",78902,28556
955,"Then, Scott and Kenneth had a long argument, and afterwards Kenneth said to","Then, Jason and Angela had a long argument, and afterwards Stephen said to",9815,37143
284,"Then, Jennifer and Laura went to the office. Laura gave a snack to","Then, Rachel and Brian went to the office. Stephen gave a snack to",29650,17083
604,"Then, Kenneth and Melissa had a long argument, and afterwards Melissa said to","Then, Alexander and Heather had a long argument, and afterwards Samuel said to",48398,46263
562,"Then, William and Stephen were thinking about going to the office. Stephen wanted to give a bone to","Then, Scott and Christopher were thinking about going to the office. Sara wanted to give a bone to",12375,24986
697,"Then, Jose and Mary were working at the house. Mary decided to give a kiss to","Then, Mary and Samantha were working at the house. Joshua decided to give a kiss to",10860,62808
940,"Then, Lisa and Travis had a long argument, and afterwards Lisa said to","Then, Jeffrey and Danielle had a long argument, and afterwards Jose said to",40710,41007
183,"Then, Scott and Melissa were thinking about going to the house. Scott wanted to give a ring to","Then, Kristen and Kyle were thinking about going to the house. Sean wanted to give a ring to",47048,76114
564,"Then, Amber and Erica had a long argument, and afterwards Erica said to","Then, Jessica and James had a long argument, and afterwards Brandon said to",46664,7801
773,"Then, Crystal and Melissa were working at the garden. Crystal decided to give a snack to","Then, Erica and Charles were working at the garden. Jacob decided to give a snack to",47048,91835
238,"After Jessica and Andrew went to the office, Jessica gave a basketball to","After Ashley and Travis went to the office, Samantha gave a basketball to",13615,37118
623,"After Stephen and Christopher went to the office, Christopher gave a ring to","After Amber and Rebecca went to the office, Dustin gave a ring to",18095,44457
846,"After Heather and Jose went to the restaurant, Jose gave a snack to","After Patrick and Christina went to the restaurant, Bryan gave a snack to",46263,59671
712,"Then, Christopher and Stephanie had a lot of fun at the store. Christopher gave a bone to","Then, Nicole and Tiffany had a lot of fun at the store. Brian gave a bone to",48143,44030
434,"Then, Emily and Jessica went to the store. Emily gave a drink to","Then, Kimberly and Lauren went to the store. Daniel gave a drink to",32367,85653
656,"Then, Laura and Michael were thinking about going to the garden. Laura wanted to give a kiss to","Then, Elizabeth and Alexander were thinking about going to the garden. Brandon wanted to give a kiss to",7937,20731
100,"After Emily and Bradley went to the store, Emily gave a snack to","After Adam and Angela went to the store, Cody gave a snack to",36448,15037
489,"Then, Andrew and Brian went to the store. Brian gave a necklace to","Then, Vanessa and Tiffany went to the store. Rachel gave a necklace to",13615,67473
835,"Then, Lisa and Samuel were thinking about going to the restaurant. Lisa wanted to give a drink to","Then, Jonathan and Jeffrey were thinking about going to the restaurant. Ashley wanted to give a drink to",31907,23269
226,"Then, Cody and Stephen were working at the office. Stephen decided to give a bone to","Then, Alicia and Richard were working at the office. Tiffany decided to give a bone to",57282,11867
708,"Then, Jose and Sean were working at the office. Sean decided to give a snack to","Then, Bradley and Emily were working at the office. Scott decided to give a snack to",10860,34166
603,"Then, Daniel and Thomas were thinking about going to the restaurant. Thomas wanted to give a drink to","Then, Erica and Christopher were thinking about going to the restaurant. Amber wanted to give a drink to",15118,24986
802,"When Jason and Michael got a kiss at the house, Jason decided to give it to","When William and Eric got a kiss at the house, Nicole decided to give it to",7937,12375
109,"Then, Elizabeth and Jessica were working at the station. Jessica decided to give a ring to","Then, Nathan and Samantha were working at the station. Jennifer decided to give a ring to",20731,62808
165,"Then, Aaron and Laura were working at the school. Laura decided to give a drink to","Then, Kimberly and Jesse were working at the school. Amber decided to give a drink to",25673,39171
188,"When Cody and Richard got a snack at the house, Richard decided to give it to","When Patrick and Travis got a snack at the house, Rebecca decided to give it to",57282,40710
503,"After Shannon and Christina went to the hospital, Shannon gave a necklace to","After Katherine and Jessica went to the hospital, Bradley gave a necklace to",59671,61326
863,"Then, Samantha and Lindsay went to the office. Samantha gave a computer to","Then, Amanda and Robert went to the office. Justin gave a computer to",62784,41759
619,"Then, Danielle and Michelle had a lot of fun at the garden. Michelle gave a snack to","Then, Erica and Kyle had a lot of fun at the garden. Brian gave a snack to",71616,30259
638,"Then, Joseph and Eric were thinking about going to the garden. Eric wanted to give a kiss to","Then, Justin and Ashley were thinking about going to the garden. Kevin wanted to give a kiss to",15115,37118
